EmployeeId,Age,Attrition,BusinessTravel,DistanceFromHome,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
1065,34,No,Non-Travel,4,Marketing,High,High,1,Sales Executive,High,Married,6538,No,1,6,Excellent,3,2,2
1066,18,No,Non-Travel,1,Life Sciences,Very High,High,0,Laboratory Technician,Very High,Single,1611,No,0,0,Outstanding,0,0,0
1067,33,No,Travel_Rarely,5,Life Sciences,High,Medium,0,Research Scientist,Very High,Married,2911,No,1,2,Good,2,2,2
1068,36,Yes,Travel_Rarely,16,Life Sciences,High,Very High,0,Laboratory Technician,Low,Single,2743,No,0,18,Excellent,17,13,14
1069,33,No,Travel_Rarely,15,Medical,Medium,High,1,Healthcare Representative,Very High,Married,4878,Yes,1,10,Excellent,9,7,1
1070,34,No,Travel_Rarely,1,Life Sciences,Medium,Very High,0,Research Scientist,Very High,Single,3280,No,0,10,Excellent,4,2,3
1071,55,No,Travel_Rarely,2,Life Sciences,High,High,3,Manager,Very High,Single,16659,Yes,0,30,Excellent,5,4,2
1072,25,No,Travel_Rarely,19,Medical,Very High,High,0,Laboratory Technician,Very High,Married,3669,No,3,7,Good,3,2,2
1073,30,No,Non-Travel,22,Other,High,High,2,Sales Executive,Low,Married,8412,No,0,10,Excellent,9,8,8
1074,28,No,Travel_Rarely,17,Medical,High,High,1,Laboratory Technician,Low,Divorced,4558,No,1,10,Excellent,10,0,8
1075,42,No,Travel_Rarely,5,Marketing,Very High,High,4,Manager,High,Married,18303,No,0,21,Outstanding,1,0,0
1076,48,Yes,Travel_Rarely,1,Life Sciences,Low,Medium,2,Laboratory Technician,High,Single,5381,Yes,0,23,Excellent,1,0,0
1077,35,No,Travel_Rarely,26,Life Sciences,High,High,2,Human Resources,Very High,Single,8837,Yes,0,9,Excellent,9,0,7
1078,41,No,Travel_Rarely,12,Life Sciences,Medium,High,0,Laboratory Technician,Very High,Married,4766,Yes,1,6,Excellent,1,0,0
1079,28,No,Travel_Rarely,5,Medical,Low,High,1,Sales Executive,Very High,Single,4908,No,0,4,Excellent,4,2,2
1080,36,No,Travel_Rarely,13,Marketing,Medium,Medium,1,Sales Executive,Low,Divorced,6134,Yes,3,16,Excellent,2,2,2
1081,34,No,Travel_Rarely,1,Marketing,Low,High,2,Sales Executive,Very High,Single,9888,No,0,14,Good,14,8,1
1082,35,No,Travel_Rarely,10,Other,Medium,High,0,Laboratory Technician,Very High,Divorced,3917,No,1,3,Good,3,2,2
1083,37,No,Travel_Rarely,1,Life Sciences,Very High,High,0,Research Scientist,Very High,Single,2115,No,0,17,Excellent,17,12,7
1084,42,No,Travel_Rarely,12,Medical,Medium,High,0,Laboratory Technician,Medium,Divorced,2766,No,3,7,Good,5,3,4
1085,40,No,Travel_Rarely,2,Medical,Medium,Medium,1,Laboratory Technician,High,Married,3448,No,1,20,Excellent,1,0,0
1086,41,No,Non-Travel,7,Life Sciences,Medium,Low,4,Research Director,High,Divorced,19973,No,2,21,Excellent,21,16,10
1087,24,No,Travel_Rarely,10,Marketing,Very High,High,1,Sales Executive,High,Divorced,4260,Yes,1,5,Outstanding,5,2,3
1088,30,No,Travel_Frequently,1,Medical,High,High,1,Laboratory Technician,Very High,Single,4011,No,0,12,Excellent,12,8,7
1089,36,No,Travel_Rarely,2,Life Sciences,High,High,1,Sales Representative,Very High,Single,4502,No,0,17,Good,13,7,7
1090,36,No,Travel_Rarely,2,Medical,Medium,Medium,2,Sales Executive,High,Married,7596,No,2,10,Excellent,10,9,0
1091,53,No,Travel_Rarely,7,Medical,Very High,High,4,Manager,High,Divorced,18606,No,1,26,Excellent,7,7,7
1092,26,No,Travel_Rarely,2,Medical,Low,Medium,0,Research Scientist,Very High,Single,3904,No,0,5,Excellent,4,3,1
1093,30,No,Travel_Rarely,29,Technical Degree,High,High,2,Sales Executive,Medium,Married,9250,No,1,9,Excellent,4,2,3
1094,27,No,Travel_Rarely,2,Medical,Low,High,0,Laboratory Technician,Medium,Married,3468,No,1,6,Excellent,2,2,2
1095,53,No,Travel_Rarely,7,Marketing,Low,Medium,2,Sales Executive,Very High,Married,10934,Yes,1,35,Excellent,5,2,4
1096,52,No,Travel_Rarely,7,Life Sciences,Medium,High,2,Healthcare Representative,Medium,Single,10445,No,0,18,Excellent,8,6,0
1097,29,No,Travel_Frequently,24,Technical Degree,High,Very High,0,Sales Representative,Low,Single,1091,No,0,1,Excellent,1,0,0
1098,29,No,Travel_Rarely,20,Marketing,Very High,High,1,Sales Executive,Very High,Divorced,6931,No,1,10,Excellent,3,2,2
1099,42,No,Travel_Rarely,1,Life Sciences,Medium,High,0,Laboratory Technician,Low,Divorced,2576,No,1,8,Excellent,5,2,2
1100,40,No,Travel_Rarely,1,Life Sciences,Low,High,0,Laboratory Technician,Very High,Married,2406,No,2,8,Good,1,0,0
1101,30,No,Travel_Rarely,7,Marketing,Very High,High,0,Sales Representative,Medium,Single,2983,No,0,4,Excellent,3,2,2
1102,35,No,Travel_Rarely,16,Marketing,High,High,2,Sales Executive,Medium,Married,8020,No,2,12,Good,11,9,9
1103,46,No,Non-Travel,26,Life Sciences,Medium,Medium,1,Sales Executive,Medium,Single,7991,No,0,6,Excellent,2,2,2
1104,22,No,Travel_Rarely,8,Medical,High,High,0,Laboratory Technician,Low,Married,2398,Yes,0,1,Excellent,1,0,0
1105,45,No,Travel_Rarely,28,Technical Degree,Very High,High,0,Research Scientist,Very High,Married,2132,No,1,8,Excellent,5,4,3
1106,35,Yes,Travel_Rarely,23,Life Sciences,Medium,Medium,1,Manufacturing Director,High,Married,5916,Yes,0,8,Excellent,1,0,1
1107,49,No,Non-Travel,18,Life Sciences,Very High,High,1,Manufacturing Director,Very High,Divorced,6804,Yes,2,7,Excellent,7,7,7
1108,26,Yes,Travel_Rarely,8,Technical Degree,Very High,Medium,1,Sales Executive,Low,Single,5326,No,0,6,Good,4,3,2
1109,28,No,Non-Travel,16,Medical,High,High,0,Research Scientist,High,Single,2144,No,0,5,Good,5,3,4
1110,32,No,Travel_Frequently,2,Life Sciences,Very High,High,0,Laboratory Technician,Very High,Single,3068,No,0,8,Good,7,7,6
1111,30,No,Travel_Frequently,23,Life Sciences,Low,Low,0,Research Scientist,High,Divorced,2613,No,3,10,Good,10,7,9
1112,53,No,Travel_Rarely,3,Medical,High,High,3,Research Director,High,Married,17584,Yes,3,21,Good,5,3,3
1113,31,No,Travel_Rarely,23,Medical,Medium,Medium,1,Healthcare Representative,Very High,Married,5582,No,1,10,Excellent,9,0,8
1114,27,No,Travel_Frequently,1,Technical Degree,High,Medium,1,Manufacturing Director,Low,Married,4298,No,1,6,Excellent,2,2,0
1115,46,Yes,Travel_Rarely,9,Medical,High,Medium,2,Sales Executive,Very High,Single,9619,No,0,9,Excellent,9,8,7
1116,46,No,Travel_Rarely,2,Life Sciences,Low,High,3,Research Director,High,Married,17861,No,0,26,Low,3,2,1
1117,18,Yes,Travel_Rarely,3,Life Sciences,High,High,0,Laboratory Technician,High,Single,1420,No,0,0,Excellent,0,0,0
1118,26,Yes,Travel_Frequently,5,Medical,High,Medium,0,Research Scientist,High,Married,2366,Yes,1,8,Excellent,8,7,7
1119,28,No,Travel_Rarely,1,Life Sciences,High,High,0,Research Scientist,Very High,Married,2044,No,1,5,Outstanding,5,3,3
1120,25,Yes,Travel_Rarely,9,Life Sciences,Low,Medium,0,Sales Representative,Low,Married,4400,No,0,6,Excellent,3,2,2
1121,48,No,Travel_Rarely,7,Marketing,High,High,1,Sales Executive,Low,Divorced,5486,No,3,15,Excellent,2,2,2
1122,39,No,Travel_Rarely,10,Medical,High,High,2,Research Director,High,Single,13464,No,0,9,Excellent,4,3,2
1123,44,No,Travel_Rarely,8,Life Sciences,Low,Very High,0,Laboratory Technician,Very High,Married,2818,Yes,1,10,Good,3,2,2
1124,31,No,Travel_Rarely,8,Life Sciences,Low,High,3,Research Director,Medium,Single,16422,No,0,9,Outstanding,3,2,0
1125,33,No,Travel_Frequently,5,Life Sciences,Medium,High,1,Sales Executive,Very High,Married,9998,No,0,8,Outstanding,5,4,2
1126,30,No,Non-Travel,25,Technical Degree,Very High,High,1,Sales Executive,High,Married,4736,Yes,1,4,Outstanding,2,2,2
1127,37,No,Travel_Rarely,1,Life Sciences,Medium,High,1,Manufacturing Director,Medium,Married,6447,No,1,8,Good,6,5,3
1128,29,No,Travel_Rarely,15,Life Sciences,High,High,0,Research Scientist,Very High,Single,2340,No,0,6,Excellent,6,5,5
1129,32,No,Non-Travel,1,Technical Degree,Very High,High,1,Research Scientist,Low,Married,4087,No,1,9,Good,6,5,2
1130,24,Yes,Travel_Frequently,7,Life Sciences,Low,High,0,Laboratory Technician,High,Married,2886,Yes,1,6,Excellent,6,3,2
1131,51,No,Travel_Rarely,21,Marketing,High,High,1,Sales Executive,Very High,Single,5441,Yes,0,11,Low,10,7,0
1132,45,No,Travel_Rarely,7,Medical,Low,High,0,Research Scientist,High,Married,4477,Yes,1,7,Good,3,2,2
1133,35,No,Travel_Rarely,23,Medical,Medium,Low,0,Laboratory Technician,High,Married,2705,No,1,6,Outstanding,5,4,3
1134,36,No,Travel_Rarely,10,Life Sciences,Very High,High,2,Healthcare Representative,Low,Married,8321,Yes,1,15,Excellent,12,8,7
1135,44,Yes,Travel_Rarely,15,Medical,Low,High,2,Healthcare Representative,Very High,Married,7978,No,1,10,Excellent,10,7,5
1136,40,No,Travel_Frequently,2,Medical,High,Very High,1,Healthcare Representative,Medium,Married,4244,No,1,8,Excellent,8,7,7
1137,34,No,Travel_Rarely,1,Life Sciences,Medium,High,0,Research Scientist,Very High,Married,2691,No,1,10,Good,10,9,8
1138,56,No,Travel_Rarely,1,Life Sciences,Low,High,0,Research Scientist,Low,Married,2066,No,1,5,Outstanding,3,2,0
1139,40,No,Travel_Rarely,7,Life Sciences,Low,High,0,Laboratory Technician,Low,Single,2166,Yes,0,10,Low,4,2,3
1140,33,No,Travel_Rarely,2,Medical,High,High,0,Laboratory Technician,Very High,Single,2496,No,0,7,Excellent,1,1,0
1141,55,No,Non-Travel,8,Medical,Very High,Medium,3,Healthcare Representative,Medium,Divorced,13577,Yes,1,34,Excellent,33,9,0
1142,46,No,Travel_Rarely,3,Marketing,Low,High,3,Manager,High,Married,17465,No,1,23,Excellent,12,9,9
1143,27,No,Non-Travel,1,Marketing,High,High,1,Sales Executive,Medium,Married,6349,Yes,1,6,Excellent,5,4,4
1144,45,No,Travel_Frequently,25,Medical,Medium,High,4,Manager,Medium,Single,18061,No,0,22,Excellent,0,0,0
1145,55,No,Travel_Rarely,1,Medical,Medium,Very High,3,Research Director,Very High,Divorced,14732,No,2,31,Outstanding,7,7,0
1146,27,No,Travel_Rarely,11,Medical,High,Very High,0,Sales Representative,Very High,Married,2534,No,1,5,Excellent,1,0,0
1147,34,No,Travel_Rarely,3,Medical,Very High,Medium,1,Sales Executive,Very High,Married,8103,Yes,0,9,Good,4,2,1
1148,28,No,Travel_Rarely,2,Marketing,Medium,High,1,Sales Executive,Medium,Married,4779,Yes,0,8,Excellent,8,7,5
1149,42,No,Travel_Rarely,14,Medical,High,Medium,1,Sales Executive,High,Single,6244,No,0,10,Excellent,5,4,3
1150,54,No,Travel_Rarely,9,Life Sciences,Low,High,1,Research Scientist,High,Married,2897,No,2,9,Good,4,3,3
1151,29,Yes,Travel_Rarely,1,Technical Degree,High,High,0,Research Scientist,High,Single,2058,No,0,7,Good,6,2,5
1152,32,No,Travel_Frequently,5,Life Sciences,Low,Very High,0,Research Scientist,High,Single,2432,Yes,0,8,Excellent,4,1,3
1153,29,No,Travel_Rarely,15,Life Sciences,Medium,Low,0,Research Scientist,Very High,Married,2168,Yes,1,6,Good,5,4,3
1154,47,No,Travel_Rarely,14,Marketing,Very High,High,1,Sales Executive,Low,Single,4960,No,0,20,Excellent,7,7,7
1155,32,No,Travel_Frequently,13,Other,High,Medium,0,Laboratory Technician,Medium,Married,2743,No,1,2,Excellent,2,2,2
1156,24,Yes,Travel_Rarely,1,Technical Degree,Low,High,0,Sales Representative,Medium,Single,3202,Yes,0,6,Excellent,5,3,4
1157,34,No,Travel_Rarely,2,Technical Degree,High,High,1,Healthcare Representative,Very High,Single,6687,No,0,14,Outstanding,14,11,11
1158,37,No,Travel_Rarely,1,Technical Degree,Medium,High,2,Manufacturing Director,Very High,Single,7491,No,0,12,Outstanding,6,5,2
1159,32,No,Non-Travel,26,Marketing,High,High,1,Sales Executive,Very High,Married,4465,No,0,4,Excellent,3,2,2
1160,27,No,Travel_Rarely,8,Marketing,Medium,High,1,Sales Executive,Medium,Married,6214,No,1,8,Excellent,8,7,7
1161,35,No,Travel_Rarely,1,Medical,Very High,Medium,0,Laboratory Technician,Low,Single,2450,No,0,3,Excellent,3,0,2
1162,42,No,Travel_Rarely,2,Medical,Very High,Medium,0,Laboratory Technician,Low,Divorced,2593,Yes,1,10,Excellent,9,6,8
1163,32,No,Travel_Rarely,10,Medical,High,High,2,Manager,Very High,Single,11244,No,0,10,Outstanding,5,2,0
1164,38,No,Travel_Rarely,7,Marketing,Very High,Medium,1,Sales Executive,Very High,Single,4028,No,0,8,Excellent,7,7,5
1165,35,No,Travel_Rarely,7,Life Sciences,High,High,1,Sales Executive,Very High,Married,5204,Yes,0,10,Excellent,10,8,9
1166,49,No,Travel_Rarely,1,Technical Degree,High,Medium,3,Healthcare Representative,High,Single,13964,Yes,0,25,Excellent,7,1,7
1167,43,No,Travel_Rarely,2,Medical,Very High,High,1,Sales Executive,Very High,Married,7847,Yes,1,10,Excellent,10,9,8
1168,34,No,Travel_Rarely,1,Marketing,Medium,Very High,1,Sales Executive,Very High,Divorced,9725,No,1,16,Good,15,1,9
1169,32,No,Non-Travel,5,Technical Degree,Medium,High,0,Research Scientist,Medium,Single,2718,No,0,12,Excellent,7,7,7
1170,40,No,Travel_Frequently,5,Life Sciences,Very High,Medium,2,Sales Executive,Low,Married,10475,Yes,1,20,Excellent,18,13,12
1171,38,No,Travel_Frequently,2,Life Sciences,Very High,High,0,Laboratory Technician,Very High,Married,1702,Yes,1,1,Excellent,1,0,0
1172,27,No,Non-Travel,3,Medical,Very High,High,0,Research Scientist,Very High,Married,1706,No,3,0,Good,0,0,0
1173,31,No,Travel_Frequently,26,Marketing,Low,High,1,Sales Executive,Very High,Married,5617,Yes,0,10,Excellent,10,7,8
1174,38,No,Non-Travel,2,Life Sciences,Very High,Medium,1,Sales Executive,Very High,Married,5249,No,1,13,Excellent,8,7,5
1175,47,No,Travel_Rarely,5,Life Sciences,Very High,High,4,Research Director,High,Married,18300,No,1,21,Excellent,3,2,1
1176,38,No,Travel_Rarely,29,Technical Degree,Very High,High,1,Manufacturing Director,Very High,Married,6261,No,1,9,Low,7,7,7
1177,30,No,Travel_Rarely,18,Life Sciences,Low,High,0,Research Scientist,High,Single,2632,No,0,5,Good,5,4,4
1178,28,No,Travel_Frequently,6,Life Sciences,High,Medium,0,Research Scientist,High,Divorced,2703,Yes,1,3,Excellent,3,1,2
1179,27,No,Travel_Rarely,6,Medical,Low,Medium,0,Research Scientist,High,Divorced,2187,No,2,6,Good,5,3,3
1180,46,No,Travel_Rarely,1,Life Sciences,Very High,High,0,Human Resources,Low,Single,3423,No,0,10,Outstanding,7,6,7
1181,40,Yes,Non-Travel,24,Life Sciences,Medium,Very High,3,Sales Executive,Medium,Single,13194,Yes,0,22,Good,1,0,0
1182,55,No,Travel_Rarely,2,Medical,Very High,Low,4,Manager,High,Married,19187,No,1,23,Excellent,19,9,11
1183,26,No,Travel_Rarely,23,Life Sciences,Low,High,0,Research Scientist,Very High,Divorced,2886,No,2,3,Low,3,2,2
1184,35,No,Travel_Frequently,4,Other,Very High,Medium,0,Laboratory Technician,Very High,Married,2376,No,1,2,Outstanding,2,2,2
1185,42,No,Travel_Rarely,2,Life Sciences,High,High,1,Healthcare Representative,Very High,Married,4089,No,2,10,Excellent,10,2,2
1186,40,No,Travel_Rarely,10,Technical Degree,Medium,Medium,1,Sales Executive,Medium,Divorced,6852,No,1,7,Outstanding,5,1,3
1187,19,No,Travel_Rarely,3,Medical,Medium,High,0,Laboratory Technician,Medium,Single,1483,No,0,1,Excellent,1,0,0
1188,31,No,Non-Travel,10,Medical,High,High,2,Research Director,High,Married,11031,No,1,13,Outstanding,11,7,8
1189,39,Yes,Non-Travel,2,Life Sciences,Low,Medium,0,Laboratory Technician,Low,Single,3646,Yes,0,11,Outstanding,1,0,0
1190,31,No,Travel_Rarely,20,Life Sciences,Medium,High,1,Laboratory Technician,High,Divorced,4197,No,1,10,Excellent,10,8,2
1191,49,No,Travel_Rarely,7,Life Sciences,High,High,2,Healthcare Representative,Medium,Divorced,10466,No,2,29,Excellent,8,7,7
1192,20,No,Travel_Rarely,1,Life Sciences,Very High,Medium,0,Research Scientist,Medium,Single,2836,No,0,1,Outstanding,1,0,0
1193,32,No,Travel_Rarely,7,Life Sciences,Very High,Medium,1,Sales Executive,High,Married,5484,No,1,13,Good,13,8,8
1194,36,No,Non-Travel,10,Medical,Medium,High,2,Sales Executive,Very High,Single,9980,No,0,10,Good,10,3,7
1195,43,No,Travel_Frequently,26,Life Sciences,High,High,3,Manager,Very High,Married,16959,Yes,2,25,Outstanding,25,12,12
1196,26,No,Travel_Frequently,1,Life Sciences,Low,Low,0,Laboratory Technician,Very High,Divorced,4364,No,1,5,Excellent,2,2,0
1197,27,Yes,Travel_Rarely,2,Marketing,High,High,0,Sales Representative,Low,Divorced,3041,No,1,5,Excellent,4,3,2
1198,42,No,Travel_Frequently,5,Other,Medium,High,0,Laboratory Technician,High,Married,2093,No,1,8,Excellent,2,2,0
1199,34,No,Travel_Rarely,3,Other,Very High,Low,1,Sales Executive,Low,Single,4759,No,0,15,Excellent,13,9,12
1200,55,Yes,Travel_Rarely,13,Marketing,Low,Very High,3,Sales Executive,High,Single,13695,Yes,0,24,Good,19,7,8
1201,42,No,Travel_Rarely,3,Life Sciences,High,Very High,1,Laboratory Technician,Very High,Married,5231,Yes,1,17,Good,5,3,3
1202,50,No,Travel_Frequently,1,Life Sciences,Medium,High,1,Sales Executive,High,Divorced,6728,No,2,12,Excellent,6,3,1
1203,33,No,Travel_Frequently,7,Life Sciences,Very High,High,1,Sales Executive,Medium,Married,4302,No,1,4,Excellent,3,2,2
1204,30,No,Travel_Rarely,24,Life Sciences,Very High,High,0,Laboratory Technician,High,Divorced,2693,No,1,1,Excellent,1,0,0
1205,35,No,Travel_Rarely,1,Medical,Very High,Medium,0,Laboratory Technician,High,Married,2258,No,1,10,Excellent,8,0,7
1206,42,No,Travel_Rarely,4,Marketing,Medium,High,1,Sales Executive,Low,Single,5155,No,0,9,Outstanding,6,4,5
1207,40,No,Travel_Frequently,9,Medical,Very High,High,0,Research Scientist,Medium,Divorced,3617,Yes,1,3,Excellent,1,1,0
1208,34,No,Travel_Rarely,2,Other,Very High,High,1,Sales Executive,Very High,Single,6274,No,0,6,Excellent,6,5,4
1209,50,No,Travel_Rarely,29,Life Sciences,Medium,Medium,3,Manager,High,Married,17046,No,1,28,Excellent,27,10,7
1210,45,No,Travel_Rarely,29,Medical,High,High,0,Research Scientist,Very High,Single,3452,No,0,9,Good,6,5,3
1211,21,Yes,Travel_Rarely,12,Life Sciences,High,Very High,0,Sales Representative,Medium,Single,2716,No,0,1,Excellent,1,0,0
1212,37,No,Travel_Rarely,1,Medical,High,Medium,0,Research Scientist,Low,Married,3920,No,1,17,Good,3,1,2
1213,33,No,Travel_Frequently,10,Marketing,Medium,Medium,1,Sales Executive,Very High,Single,4682,No,0,9,Good,7,7,1
1214,31,No,Travel_Rarely,2,Medical,Very High,Low,0,Laboratory Technician,Very High,Divorced,1129,Yes,3,1,Excellent,1,0,0
1215,29,No,Travel_Frequently,24,Life Sciences,Very High,Medium,0,Research Scientist,Very High,Single,2439,Yes,0,1,Good,1,0,0
1216,47,No,Travel_Rarely,2,Other,High,High,3,Manager,Very High,Married,16752,Yes,1,26,Good,26,14,0
1217,30,Yes,Travel_Frequently,12,Life Sciences,Medium,Medium,0,Sales Representative,Low,Married,2033,No,1,1,Outstanding,1,0,0
1218,27,No,Travel_Rarely,1,Life Sciences,High,High,2,Manufacturing Director,Low,Married,7412,No,0,9,Excellent,9,7,7
1219,54,No,Travel_Rarely,7,Medical,Very High,High,1,Research Scientist,Very High,Married,6854,No,1,14,Good,7,1,7
1220,50,No,Non-Travel,2,Life Sciences,Low,High,3,Manager,Low,Divorced,17924,No,1,31,Excellent,31,6,7
1221,29,Yes,Travel_Rarely,1,Life Sciences,Medium,Medium,0,Laboratory Technician,Low,Married,2319,Yes,1,1,Excellent,1,0,0
1222,36,No,Travel_Rarely,16,Marketing,High,Medium,1,Sales Executive,Low,Married,5647,No,2,11,Good,3,2,2
1223,45,No,Travel_Rarely,7,Life Sciences,Medium,High,2,Research Scientist,Low,Divorced,9724,No,1,25,Excellent,1,0,0
1224,50,Yes,Travel_Frequently,8,Technical Degree,Medium,High,1,Sales Executive,High,Married,6796,Yes,1,18,Excellent,4,3,3
1225,39,No,Non-Travel,9,Life Sciences,Very High,High,4,Manager,Very High,Single,19431,No,0,21,Good,6,0,3
1226,27,No,Travel_Rarely,9,Marketing,Very High,High,1,Sales Executive,Very High,Single,4105,No,0,7,Excellent,7,7,7
1227,33,No,Travel_Frequently,1,Other,High,Very High,1,Healthcare Representative,Medium,Married,5488,Yes,1,6,Excellent,6,5,2
1228,46,No,Travel_Rarely,2,Technical Degree,Very High,High,1,Manufacturing Director,Very High,Divorced,7379,No,1,12,Good,6,3,4
1229,27,No,Travel_Frequently,5,Life Sciences,Very High,High,0,Laboratory Technician,Very High,Single,2379,Yes,0,6,Good,5,4,2
1230,55,No,Travel_Rarely,2,Medical,High,Medium,4,Research Director,Low,Married,19038,No,3,34,Excellent,1,0,0
1231,54,No,Travel_Rarely,19,Medical,High,High,2,Human Resources,Medium,Married,10725,No,1,16,Outstanding,9,7,1
1232,47,No,Travel_Rarely,2,Marketing,High,High,1,Sales Executive,Very High,Married,4537,Yes,1,8,Excellent,7,6,7
1233,33,No,Travel_Rarely,8,Marketing,High,High,1,Sales Executive,High,Divorced,7104,No,0,6,Excellent,5,0,2
1234,35,No,Travel_Rarely,9,Life Sciences,Very High,Medium,2,Manufacturing Director,High,Married,10685,Yes,1,17,Excellent,17,14,15
1235,39,No,Non-Travel,9,Life Sciences,High,High,1,Laboratory Technician,Medium,Single,6782,No,0,9,Good,5,4,3
1236,38,No,Travel_Rarely,23,Life Sciences,Very High,High,1,Healthcare Representative,Very High,Divorced,5745,No,1,10,Excellent,2,2,2
1237,55,No,Travel_Rarely,26,Marketing,High,Medium,4,Manager,Very High,Married,19586,No,1,36,Excellent,36,6,13
1238,54,No,Travel_Rarely,2,Life Sciences,High,Medium,2,Sales Executive,High,Married,10686,No,1,13,Excellent,9,4,0
1239,37,No,Travel_Rarely,10,Life Sciences,High,High,1,Manufacturing Director,Medium,Single,4197,Yes,0,18,Good,1,0,1
1240,20,No,Travel_Rarely,3,Life Sciences,Low,Medium,0,Laboratory Technician,High,Single,3033,No,0,2,Good,2,2,2
1241,40,No,Travel_Frequently,16,Medical,Low,Medium,1,Laboratory Technician,High,Single,5094,No,0,10,Excellent,1,0,0
1242,51,No,Travel_Frequently,9,Life Sciences,Very High,High,4,Manager,Medium,Divorced,19847,Yes,1,31,Good,29,10,10
1243,34,Yes,Travel_Frequently,7,Life Sciences,Low,Low,1,Laboratory Technician,High,Single,6074,Yes,0,9,Excellent,9,7,6
1244,34,No,Travel_Rarely,1,Life Sciences,Very High,Medium,0,Laboratory Technician,Medium,Married,3294,No,1,7,Good,5,4,2
1245,42,No,Travel_Rarely,24,Medical,Very High,High,2,Manufacturing Director,Low,Married,7406,Yes,1,10,Good,10,9,8
1246,35,No,Non-Travel,2,Medical,Medium,High,1,Manufacturing Director,Very High,Divorced,5762,No,1,15,Excellent,7,7,7
1247,29,No,Travel_Rarely,9,Marketing,Medium,Low,0,Sales Representative,Medium,Single,2760,No,0,2,Excellent,2,2,2
1248,29,No,Travel_Rarely,4,Technical Degree,Very High,Medium,0,Research Scientist,Low,Divorced,2109,No,1,1,Excellent,1,0,0
1249,30,No,Non-Travel,7,Technical Degree,High,High,0,Research Scientist,High,Divorced,1274,No,2,1,Good,1,0,0
1250,43,No,Travel_Frequently,17,Technical Degree,High,Medium,0,Research Scientist,High,Married,2437,Yes,1,6,Excellent,1,0,0
1251,50,No,Travel_Rarely,11,Life Sciences,High,High,4,Manager,Medium,Single,19926,No,0,21,Excellent,5,4,4
1252,29,No,Travel_Frequently,1,Life Sciences,Very High,Very High,1,Healthcare Representative,High,Single,6294,Yes,0,10,Outstanding,3,2,2
1253,31,No,Travel_Rarely,1,Medical,High,High,0,Research Scientist,Medium,Single,2501,No,0,1,Excellent,1,1,0
1254,38,No,Non-Travel,2,Human Resources,Low,High,0,Human Resources,Medium,Divorced,2592,No,3,13,Excellent,11,10,8
1255,41,No,Travel_Frequently,22,Life Sciences,Very High,High,1,Research Scientist,Very High,Divorced,5467,Yes,2,12,Good,6,2,3
1256,36,No,Travel_Rarely,12,Life Sciences,High,High,1,Manufacturing Director,High,Married,4663,Yes,2,7,Excellent,3,2,1
1257,41,No,Travel_Frequently,10,Life Sciences,Very High,Medium,3,Manager,Low,Divorced,17181,No,1,21,Good,7,6,7
1258,52,No,Travel_Rarely,1,Life Sciences,Very High,High,3,Manager,Very High,Married,17099,No,1,26,Good,9,8,8
1259,40,No,Travel_Rarely,2,Life Sciences,High,High,1,Research Scientist,Very High,Single,4661,No,0,9,Excellent,9,8,8
1260,49,No,Travel_Frequently,10,Life Sciences,High,High,4,Research Director,Low,Single,18665,Yes,0,22,Excellent,3,2,2
1261,27,No,Travel_Rarely,10,Marketing,Very High,Medium,1,Sales Executive,Very High,Married,5769,Yes,0,6,Excellent,6,2,4
1262,38,No,Travel_Rarely,2,Life Sciences,Very High,High,0,Research Scientist,Very High,Single,3944,Yes,0,6,Excellent,3,2,2
1263,51,No,Travel_Frequently,2,Marketing,Medium,High,2,Sales Executive,Medium,Married,10596,No,0,14,Excellent,4,2,2
1264,40,No,Travel_Rarely,2,Medical,High,High,0,Research Scientist,High,Divorced,2345,No,1,8,Outstanding,3,1,2
1265,29,No,Travel_Rarely,6,Medical,Medium,High,0,Laboratory Technician,Very High,Married,3131,No,1,10,Excellent,10,8,8
1266,40,No,Travel_Rarely,10,Marketing,Low,Medium,2,Sales Executive,Medium,Divorced,9705,No,1,11,Good,1,0,0
1267,51,No,Travel_Rarely,3,Technical Degree,Low,High,2,Manager,High,Married,13116,No,0,15,Excellent,2,2,2
1268,34,No,Travel_Frequently,10,Technical Degree,Very High,Medium,1,Healthcare Representative,High,Married,5063,No,1,8,Good,8,2,7
1269,30,No,Travel_Rarely,2,Life Sciences,High,Low,1,Manufacturing Director,Very High,Single,6091,No,0,11,Excellent,5,4,2
1270,49,No,Travel_Frequently,2,Medical,Very High,Medium,1,Sales Executive,Medium,Married,5390,No,0,17,Good,9,6,8
1271,29,No,Travel_Rarely,19,Technical Degree,Very High,High,1,Manufacturing Director,Very High,Divorced,4262,No,2,8,Outstanding,3,2,2
1272,35,No,Travel_Rarely,1,Marketing,High,High,2,Sales Executive,Medium,Married,7295,No,2,10,Excellent,10,8,6
1273,45,No,Travel_Rarely,11,Life Sciences,Very High,High,3,Manager,Very High,Married,17650,No,1,26,Outstanding,9,3,1
1274,50,No,Travel_Frequently,22,Medical,High,Low,3,Research Director,Very High,Single,14411,Yes,0,32,Excellent,32,6,9
